00071,1117
00107,1404
00127,1168
00174,1382
00243,1290
00258,1560
00262,1870
00284,1905
00368,1679
00369,1171
00379,1396
00398,1493
00423,1319
00453,1059
00455,1122
00455,1743
00509,1716
00554,1341
00590,1539
00603,1745
00648,1437
00690,1786
00695,1570
00713,1412
00728,1845
00751,1535
00795,1947
00796,1434
00801,1713
00806,1946
00865,1181
00879,1452
00902,1722
00915,1520
00941,1592
00976,1503
01005,1201
01007,1680
01027,1397
01027,1748
01087,1352
01106,1744
01120,1225
01125,1014
01184,1232
01190,1241
01205,1504
01231,1105
01232,1086
01233,1872
01292,1185
01355,1549
01364,1398
01385,1963
01405,1966
01412,1395
01415,1095
01427,1196
01433,1485
01452,1563
01454,1474
01486,1432
01522,1686
01557,1538
01589,1413
01674,1738
01674,1286
01751,1492
01764,1206
01786,1765
01814,1186
01822,1051
01868,1527
01905,1476
01933,1871
01949,1634
02030,1346
02060,1264
02069,1282
02084,1195
02127,1389
02133,1934
02146,1878
02163,1177
02163,1949
02181,1832
02213,1456
02227,1144
02250,1478
02283,1020
02309,1821
02321,1970
02330,1249
02396,1887
02477,1055
02482,1058
02522,1755
02595,1333
02598,1043
02614,1868
02654,1189
02754,1139
02767,1979
02948,1788
02971,1632
02996,1123
03043,1080
03052,1828
03052,1401
03056,1668
03167,1402
03199,1046
03225,1551
03240,1011
03240,1922
03381,1833
03385,1273
03416,1342
03508,1624
03509,1973
03519,1930
03549,1220
03559,1550
03560,1355
03595,1270
03629,1345
03698,1545
03716,1312
03725,1803
03767,1012
03806,1149
03822,1976
03842,1287
03857,1909
03898,1512
03911,1173
03917,1943
03945,1163
03993,1635
04026,1026
04038,1251
04119,1644
04138,1900
04204,1586
04233,1141
04313,1116
04342,1728
04371,1194
04391,1209
04397,1025
04416,1284
04490,1179
04540,1582
04583,1114
04623,1063
04634,1837
04650,1262
04671,1028
04704,1267
04723,1268
04802,1183
04824,1150
04876,1465
04915,1322
04968,1873
04973,1022
05007,1682
05020,1260
05044,1004
05053,1684
05066,1506
05073,1371
05075,1993
05097,1169
05118,1968
05121,1702
05201,1321
05481,1911
05490,1865
05535,1631
05541,1272
05556,1959
05636,1692
05680,1629
05767,1997
05785,1213
05860,1988
05969,1078
06075,1663
06076,1041
06118,1721
06155,1709
06197,1856
06233,1762
06241,1760
06254,1849
06330,1377
06334,1897
06382,1261
06410,1380
06444,1851
06459,1426
06482,1674
06487,1440
06510,1243
06518,1956
06557,1092
06561,1308
06630,1573
06706,1587
06736,1306
06860,1065
06877,1889
06936,1600
06967,1423
06991,1239
07036,1066
07083,1364
07100,1142
07120,1023
07144,1585
07182,1896
07194,1593
07218,1811
07248,1013
07289,1920
07343,1813
07407,1207
07441,1350
07449,1289
07495,1820
07497,1915
07540,1590
07551,1056
07617,1613
07625,1703
07678,1619
07716,1543
07725,1391
07788,1847
07847,1205
07856,1362
07925,1783
07938,1720
07977,1073
07986,1557
08032,1124
08073,1581
08101,1596
08117,1060
08121,1955
08155,1924
08177,1125
08182,1462
08243,1154
08261,1335
08264,1277
08334,1248
08358,1431
08370,1941
08447,1656
08453,1148
08465,1349
08512,1705
08535,1130
08689,1789
08745,1332
08760,1202
08822,1615
08840,1657
08843,1340
08891,1902
08946,1919
08956,1451
09040,1798
09046,1192
09051,1731
09060,1992
09103,1300
09150,1698
09152,1681
09200,1559
09200,1288
09226,1742
09235,1704
09241,1628
09244,1735
09258,1975
09286,1336
09297,1637
09298,1564
09328,1159
09332,1616
09334,1879
09426,1883
09428,1259
09466,1153
09474,1852
09483,1877
09535,1392
09575,1219
09577,1064
09628,1768
09673,1823
09696,1385
09841,1334
09904,1534
09913,1645
09933,1178
09961,1296
09972,1187
09983,1981
10001,1991
10028,1816
10108,1072
10137,1487
10147,1989
10187,1528
10213,1990
10265,1913
10363,1542
10385,1515
10390,1580
10433,1864
10499,1428
10504,1008
10524,1018
10552,1772
10580,1477
10654,1822
10670,1739
10705,1971
10728,1790
10741,1727
10760,1627
10768,1712
10789,1108
10789,1714
10919,1190
10937,1774
10952,1516
10961,1654
11021,1131
11032,1324
11052,1548
11057,1562
11063,1488
11091,1967
11096,1455
11117,1370
11124,1814
11154,1383
11158,1526
11237,1134
11257,1367
11299,1759
11342,1309
11374,1746
11524,1812
11524,1782
11529,1418
11572,1052
11588,1907
11639,1751
11695,1079
11711,1132
11729,1819
11737,1454
11749,1734
11753,1558
11777,1995
11783,1459
11799,1626
11801,1464
11825,1436
11842,1501
11854,1329
11876,1699
11892,1444
11925,1230
11977,1511
12032,1676
12063,1736
12150,1886
12150,1601
12204,1861
12211,1977
12216,1507
12252,1471
12257,1257
12292,1096
12303,1298
12307,1037
12338,1666
12357,1598
12392,1556
12393,1547
12395,1572
12423,1938
12425,1675
12518,1253
12569,1246
12600,1057
12643,1135
12655,1101
12691,1700
12896,1914
12923,1479
12954,1799
12967,1825
13002,1422
13022,1035
13024,1378
13026,1491
13165,1936
13227,1107
13255,1521
13286,1729
13298,1258
13313,1408
13338,1433
13368,1869
13401,1001
13415,1156
13454,1708
13465,1489
13494,1375
13511,1417
13533,1140
13586,1633
13589,1669
13619,1447
13626,1677
13671,1161
13705,1775
13735,1961
13737,1090
13749,1040
13782,1121
13817,1764
13848,1212
13858,1443
13914,1651
13946,1044
14007,1603
14007,1505
14008,1777
14019,1719
14030,1449
14056,1415
14088,1157
14097,1554
14243,1923
14276,1514
14348,1779
14352,1565
14368,1467
14406,1594
14416,1667
14518,1810
14541,1441
14564,1394
14733,1311
14767,1463
14785,1773
14813,1278
14901,1805
14937,1937
15017,1010
15047,1214
15050,1781
15053,1659
15058,1167
15120,1926
15128,1824
15160,1780
15177,1862
15276,1126
15289,1048
15291,1807
15387,1673
15406,1723
15486,1608
15517,1610
15545,1569
15611,1642
15631,1468
15647,1082
15678,1327
15721,1797
15747,1110
15765,1854
15808,1518
15848,1158
15904,1496
15938,1302
15965,1019
15966,1985
16008,1038
16024,1701
16033,1733
16074,1363
16081,1175
16087,1475
16093,1256
16113,1793
16156,1951
16185,1111
16210,1266
16236,1711
16281,1283
16310,1965
16342,1091
16387,1898
16396,1439
16409,1188
16432,1276
16461,1438
16481,1331
16511,1662
16532,1996
16580,1604
16581,1510
16587,1769
16662,1509
16691,1297
16716,1094
16727,1836
16752,1229
16777,1752
16822,1429
16836,1320
16850,1494
16857,1291
16929,1328
16942,1223
17001,1315
17104,1844
17349,1227
17551,1672
17607,1986
17769,1895
17775,1236
17814,1655
17932,1172
17955,1944
17964,1523
17982,1933
18005,1029
18014,1817
18100,1671
18126,1683
18177,1484
18217,1546
18256,1855
18280,1707
18345,1420
18384,1039
18408,1318
18466,1576
18483,1857
18543,1942
18599,1717
18602,1953
18606,1541
18634,1706
18639,1466
18667,1718
18707,1160
18787,1858
18814,1809
18855,1609
18865,1376
18903,1077
18946,1876
18946,1697
19000,1787
19105,1224
19168,1034
19224,1625
19282,1197
19292,1917
19369,1460
19413,1274
19441,1191
19478,1660
19548,1846
19561,1969
19588,1650
19604,1638
19618,1180
19689,1918
19718,1531
19729,1339
19741,1252
19796,1217
19866,1588
19959,1137
19997,1198
19997,1766
20066,1753
20071,1275
20135,1109
20141,1806
20171,1647
20201,1071
20231,1842
20235,1017
20256,1343
20274,1359
20300,1120
20408,1482
20416,1801
20478,1890
20497,1411
20534,1032
20557,1263
20661,1689
20721,1490
20772,1074
20833,1410
20842,1365
20910,1316
20923,1770
20933,1974
20949,1595
21039,1115
21119,1405
21141,1574
21156,1174
21215,1622
21260,1568
21309,1903
21313,1098
21344,1061
21356,1617
21359,1500
21391,1838
21407,1880
21418,1925
21425,1042
21475,1361
21495,1271
21508,1916
21527,1795
21531,1948
21571,1145
21592,1089
21664,1726
21667,1899
21745,1303
21795,1982
21819,1210
21838,1245
21858,1978
21896,1954
21931,1912
21947,1606
21953,1053
21961,1670
22076,1940
22098,1045
22099,1928
22134,1330
22147,1016
22150,1242
22177,1119
22202,1310
22228,1831
22238,1480
22258,1885
22288,1646
22330,1393
22336,1231
22403,1533
22413,1796
22437,1281
22458,1221
22521,1006
22542,1737
22549,1427
22589,1481
22693,1075
22733,1368
22826,1891
22847,1182
22852,1815
22876,1513
22912,1994
22969,1794
22972,1347
23021,1921
23198,1498
23247,1416
23263,1250
23276,1143
23303,1036
23311,1893
23377,1093
23395,1929
23479,1829
23540,1524
23576,1234
23601,1910
23622,1047
23637,1641
23652,1750
23656,1730
23695,1690
23701,1293
23763,1665
23774,1808
23796,1784
23809,1519
23817,1648
23849,1508
23850,1176
23920,1952
23962,1939
23990,1084
24004,1216
24013,1658
24030,1054
24178,1785
24211,1050
24219,1360
24235,1003
24284,1611
24292,1403
24330,1497
24345,1199
24393,1388
24395,1233
24485,1127
24504,1235
24510,1200
24521,1577
24559,1128
24562,2000
24614,1830
24620,1358
24711,1099
24784,1687
24815,1483
24820,1620
24836,1958
24846,1834
24868,1238
24886,1818
24889,1630
24901,1875
24916,1661
24919,1407
24977,1537
25020,1791
25111,1399
25119,1747
25168,1254
25180,1529
25192,1301
25196,1863
25199,1269
25220,1605
25294,1599
25329,1649
25331,1987
25333,1424
25344,1579
25348,1540
25411,1957
25414,1104
25434,1499
25445,1867
25462,1688
25530,1240
25551,1244
25556,1927
25632,1571
25675,1724
25759,1522
25772,1691
25833,1112
25860,1069
25864,1888
25867,1226
25871,1578
