00047,600
00047,836
00121,333
00140,496
00186,975
00191,756
00205,421
00217,99
00292,828
00299,463
00326,837
00341,408
00369,958
00372,113
00391,182
00460,643
00516,585
00519,42
00526,548
00565,953
00613,596
00637,972
00717,625
00723,205
00746,574
00750,581
00775,26
00836,616
00863,153
00877,823
00896,698
00981,675
01014,392
01123,487
01225,842
01231,899
01253,757
01300,888
01347,454
01350,76
01369,442
01413,433
01417,92
01461,251
01484,300
01515,764
01516,589
01562,244
01576,959
01592,617
01604,941
01619,614
01620,725
01649,893
01669,132
01699,754
01705,604
01732,642
01783,396
01793,733
01831,489
01847,90
01856,72
01893,141
02030,644
02047,94
02078,256
02114,541
02159,305
02167,620
02207,160
02243,521
02302,674
02387,952
02388,431
02506,807
02519,388
02558,35
02612,282
02615,907
02626,50
02636,79
02644,590
02769,873
02784,539
02795,634
02838,181
02849,861
02870,409
02956,259
02987,525
03012,942
03023,735
03044,350
03061,738
03084,116
03111,592
03118,501
03138,118
03213,912
03230,814
03239,603
03243,671
03264,152
03302,763
03303,995
03406,394
03412,490
03413,774
03416,24
03416,601
03444,726
03489,723
03540,276
03548,331
03658,345
03669,186
03672,612
03716,649
03737,513
03838,720
03851,796
03887,605
03889,397
03902,546
04078,782
04082,524
04085,83
04114,317
04163,533
04190,336
04200,815
04277,795
04338,27
04374,474
04427,504
04443,128
04479,567
04485,858
04581,4
04590,362
04618,112
04620,16
04632,465
04649,783
04661,803
04701,293
04705,613
04803,227
04806,512
04846,999
04854,177
04954,34
04962,78
05010,986
05059,707
05060,885
05067,315
05085,415
05128,719
05270,261
05337,832
05350,270
05446,579
05498,973
05560,983
05602,657
05635,772
05644,308
05648,518
05716,164
05741,414
05762,932
05768,752
05792,55
05840,686
05849,528
05896,107
05909,240
05916,739
05993,685
06096,761
06153,981
06162,383
06163,13
06178,432
06183,40
06264,332
06283,500
06327,773
06357,134
06369,23
06441,788
06446,531
06457,550
06537,920
06538,119
06560,787
06575,492
06581,949
06586,138
06587,452
06611,127
06700,281
06730,337
06757,760
06798,947
06822,304
06827,640
06873,916
06949,639
06955,450
06961,653
06970,77
07057,882
07147,992
07190,987
07213,346
07216,89
07231,821
07257,206
07288,632
07296,776
07314,161
07325,399
07326,223
07352,526
07373,855
07394,188
07576,994
07597,875
07687,886
07692,578
07699,124
07700,5
07719,847
07765,30
07782,483
07791,274
07872,929
07944,445
07961,80
08000,430
08039,563
08074,288
08090,428
08134,937
08175,691
08178,464
08214,887
08214,822
08255,108
08287,591
08323,713
08349,440
08399,370
08423,369
08427,749
08491,225
08532,469
08535,924
08566,8
08595,631
08670,406
08685,682
08693,360
08702,743
08722,48
08747,245
08755,6
08791,448
08846,485
08855,341
08869,534
08978,808
09039,557
09058,267
09067,208
09220,436
09274,126
09275,3
09286,330
09298,866
09300,354
09320,797
09323,562
09365,228
09393,365
09477,755
09616,711
09627,666
09712,446
09741,378
09802,374
09802,622
09846,254
09861,538
09907,2
09924,151
09931,736
09986,708
10038,204
10091,771
10190,144
10234,794
10281,57
10307,41
10360,14
10367,258
10373,19
10436,390
10448,97
10456,825
10552,637
10586,857
10613,162
10619,86
10640,672
10646,646
10668,753
10668,145
10684,54
10735,791
10756,507
10767,178
10779,231
10793,529
10901,62
10914,472
10921,680
10956,157
11032,224
11088,919
11118,765
11119,52
11129,876
11163,226
11200,404
11256,220
11307,340
11312,405
11331,71
11366,878
11377,296
11381,201
11403,102
11422,217
11482,780
11492,906
11519,66
11529,834
11555,434
11576,183
11611,351
11661,412
11662,870
11703,950
11724,576
11730,462
11750,307
11753,810
11756,535
11772,905
11777,945
11839,571
11878,17
11947,805
11962,746
11981,479
12079,683
12086,985
12105,407
12215,598
12226,793
12287,800
12327,357
12333,744
12340,400
12376,271
12387,398
12387,125
12405,818
12416,56
12417,587
12506,862
12590,298
12619,176
12639,867
12686,218
12689,484
12704,324
12733,238
12780,247
12786,515
12874,136
12879,869
12924,478
12925,257
12959,860
13025,915
13038,890
13069,895
13070,964
13085,70
13127,692
13173,82
13192,143
13339,714
13389,268
13391,948
13394,122
13493,599
13519,25
13674,280
13686,696
13692,233
13781,996
13794,619
13804,724
13806,555
13844,883
13881,556
13897,277
13914,165
13946,868
13957,180
13963,703
14086,67
14110,656
14120,881
14138,265
14184,679
14204,647
14205,688
14220,65
14224,901
14256,262
14338,593
14369,207
14516,322
14542,520
14635,309
14667,310
14737,192
14805,965
14859,168
14934,527
14952,968
14957,564
14966,586
14998,95
15030,829
15159,196
15187,326
15205,909
15238,545
15251,845
15367,594
15415,630
15459,852
15461,175
15499,171
15504,149
15535,669
15575,572
15575,923
15605,39
15607,348
15616,391
15624,60
15697,542
15787,854
15808,921
15958,373
16035,758
16074,246
16098,105
16116,371
16172,750
16218,904
16292,709
16341,359
16342,990
16460,486
16475,558
16480,100
16525,976
16546,704
16570,775
16590,316
16695,103
16715,109
16776,762
16776,471
16794,372
16834,730
16846,633
16851,918
16863,241
16874,812
16913,234
16942,971
16986,701
17098,444
17121,203
17126,93
17205,967
17230,928
17253,253
17318,991
17319,342
17382,654
17409,665
17516,695
17518,694
17670,163
17678,156
17687,506
17765,466
17766,798
17803,917
17837,117
17891,353
17923,884
17925,123
17934,273
17941,747
17964,461
17981,583
17984,110
18026,997
18064,395
18091,830
18106,843
18162,768
18176,393
18178,377
18187,963
18204,385
18210,475
18238,597
18257,740
18288,137
18323,361
18370,263
18371,301
18384,468
18393,148
18406,311
18592,790
18593,799
18654,43
18677,700
18734,229
18737,272
18813,302
18835,366
18890,573
18924,12
19004,897
19028,402
19072,804
19073,610
19087,278
19118,943
19205,784
19220,491
19228,210
19270,827
19286,706
19312,699
19317,499
19333,655
19490,716
19499,715
19562,864
19576,969
19583,914
19594,516
19609,651
19617,18
19626,898
19667,312
19676,690
19696,993
19714,770
19716,21
19749,962
19764,146
19804,816
19846,580
19854,989
19919,509
19929,458
19938,38
19955,314
19965,936
19970,456
20034,199
20038,850
20154,729
20172,75
20175,172
20262,522
20324,375
20358,219
20372,29
20417,955
20451,419
20546,911
20555,325
20611,951
20613,242
20632,853
20680,900
20717,588
20755,427
20777,495
20793,961
20889,896
20891,894
20895,420
20914,443
20920,237
20924,459
20943,191
20949,200
20956,488
20983,786
20994,935
21046,155
21110,727
21128,476
21129,187
21144,872
21155,635
21156,85
21189,313
21230,215
21244,819
21254,287
21273,49
21295,681
21298,473
21312,368
21314,498
21376,87
21438,106
21445,239
21469,47
21501,10
21549,606
21581,216
21583,670
21635,661
21670,802
21745,778
21779,174
21792,264
21793,859
21795,413
21880,212
21901,401
21980,387
21995,73
22006,482
22051,663
22063,849
22067,712
22072,697
22093,422
22191,718
22214,745
22266,356
22282,577
22313,334
22378,660
22392,36
22410,505
22439,147
22531,46
22588,279
22627,114
22683,198
22691,979
22732,954
22746,551
22777,154
22778,624
22788,835
22791,213
22797,575
22822,453
22840,946
22847,455
22875,69
22895,91
22952,595
22970,510
22996,1
23037,329
23064,658
23103,831
23111,602
23114,759
23114,621
23137,751
23146,45
23202,166
23247,933
23265,530
23282,641
23287,734
23311,748
23378,731
23381,416
23461,33
23583,611
23609,561
23628,120
23629,927
23632,668
23652,659
23659,609
23679,68
23701,32
23702,327
23734,252
23796,677
23812,306
23912,418
23968,553
23975,235
24034,892
24063,841
24074,721
24087,687
24130,826
24179,988
24183,817
24201,689
24220,299
24233,104
24257,638
24277,811
24412,944
24438,693
24452,88
24556,437
24623,167
24643,142
24684,582
24739,44
24760,410
24760,667
24796,289
24916,214
24980,519
25007,676
25035,98
25059,159
25084,367
25098,856
25177,984
25205,848
25280,998
25293,517
25314,303
25331,607
25404,809
25412,7
25419,623
25442,766
25513,684
25515,363
25518,53
25530,547
25535,560
25541,190
25547,250
25573,130
25645,15
25668,320
25713,960
25730,111
25731,1000
25746,705
25756,323
25823,957
25836,628
26015,283
26020,9
26070,260
26194,722
26194,291
26217,543
26335,939
26352,974
26372,636
26393,185
26414,508
26419,381
26555,389
26591,169
26625,511
26650,139
26687,64
26734,938
26749,537
26771,820
26792,439
26798,319
26810,874
26817,347
26873,481
26941,652
26968,255
26968,424
27002,290
27008,266
27022,318
27062,84
27132,728
27176,28
27201,777
27212,382
27226,982
27262,702
27264,536
27268,824
27321,785
27328,552
27333,339
27342,910
27370,189
27373,664
27377,789
27388,940
27433,121
27445,248
27469,902
27488,863
27499,328
27535,889
27611,211
27627,59
27681,423
27703,493
27754,380
27808,851
27813,194
27844,502
27869,678
27909,81
27949,411
27955,352
28048,426
28070,648
28156,403
28240,934
28270,195
28281,51
28340,467
28354,429
28454,540
28477,295
28503,344
28516,435
28613,781
28619,980
28621,840
28655,514
28665,243
28713,568
28764,22
28802,457
28811,497
28813,425
28862,566
28891,931
28894,96
28911,158
28929,131
28938,379
28941,608
28976,480
29009,285
29019,565
29038,925
29090,741
29097,477
29113,717
29115,559
29150,626
29175,833
29204,742
29208,877
29242,74
29242,737
29290,838
29296,977
29367,11
29369,150
29450,460
29496,880
29531,732
29558,779
29567,767
29585,321
29594,584
29602,523
29610,549
29628,202
29637,269
29681,503
29804,335
29881,364
29896,908
30017,384
30113,286
30183,673
30205,358
30210,544
30301,197
30305,292
30309,222
30337,970
30415,710
30438,662
30448,343
30558,133
30559,449
30586,627
30626,922
30658,494
30667,645
30804,569
30828,338
30829,879
30927,275
30957,179
30983,650
31012,63
31032,839
31118,232
31136,193
31174,615
31224,297
31259,294
31346,470
31354,554
31363,417
31381,926
31404,913
